time    open    high    low    close    vol	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD
 2000/03/24	   18553	   18572	   18519	   18534	          10158	   18557.00	   18464.40	   18471.40	           	           	           	           	           	           	           	   10158.00	   14967.20	   17082.80	     -94.85	    -134.84	      79.99	
 2000/03/27	   18405	   18479	   18393	   18473	          12908	   18531.20	   18490.40	   18444.40	           	           	           	           	           	           	           	   12908.00	   15215.60	   16752.00	     -91.19	    -126.11	      69.85	
 2000/03/28	   18367	   18417	   18349	   18414	          18950	   18515.40	   18514.50	   18440.35	           	           	           	           	           	           	           	   18950.00	   15752.40	   16952.40	     -91.99	    -119.29	      54.60	
 2000/03/29	   18396	   18480	   18388	   18474	          11828	   18480.40	   18527.80	   18438.80	           	           	           	           	           	           	           	   11828.00	   14501.20	   15726.80	     -86.78	    -112.79	      52.01	
 2000/03/30	   18485	   18522	   18441	   18442	          10636	   18467.40	   18519.20	   18433.50	           	           	           	           	           	           	           	   10636.00	   12896.00	   15024.20	     -84.27	    -107.08	      45.63	
 2000/03/31	   18492	   18500	   18436	   18460	          11684	   18452.60	   18504.80	   18428.75	           	           	           	           	           	           	           	   11684.00	   13201.20	   14084.20	     -79.90	    -101.65	      43.49	
 2000/04/03	   18394	   18471	   18359	   18461	          15280	   18450.20	   18490.70	   18424.25	           	           	           	           	           	           	           	   15280.00	   13675.60	   14445.60	     -75.49	     -96.42	      41.85	
 2000/04/04	   18423	   18435	   18378	   18386	          17824	   18444.60	   18480.00	   18417.05	           	           	           	           	           	           	           	   17824.00	   13450.40	   14601.40	     -77.15	     -92.56	      30.82	
 2000/04/05	   18267	   18274	   18046	   18078	          41254	   18365.40	   18422.90	   18416.30	           	           	           	           	           	           	           	   41254.00	   19335.60	   16918.40	    -102.15	     -94.48	     -15.34	
 2000/04/06	   18069	   18136	   17977	   17981	          17040	   18273.20	   18370.30	   18408.80	   18772.18	           	           	           	           	           	           	   17040.00	   20616.40	   16756.20	    -128.31	    -101.25	     -54.12	
 2000/04/07	   17761	   17815	   17562	   17689	          49892	   18119.00	   18285.80	   18375.10	   18753.17	           	           	           	           	           	           	   49892.00	   28258.00	   20729.60	    -170.63	    -115.12	    -111.02	
 2000/04/10	   17718	   17789	   17699	   17786	          21806	   17984.00	   18217.10	   18353.75	   18739.07	           	           	           	           	           	           	   21806.00	   29563.20	   21619.40	    -194.11	    -130.92	    -126.38	
 2000/04/11	   17832	   17857	   17801	   17833	          16944	   17873.40	   18159.00	   18336.75	   18723.85	           	           	           	           	           	           	   16944.00	   29387.20	   21418.80	    -206.54	    -146.05	    -121.00	
 2000/04/12	   17891	   17905	   17735	   17751	          19894	   17808.00	   18086.70	   18307.25	   18706.65	           	           	           	           	           	           	   19894.00	   25115.20	   22225.40	    -220.47	    -160.93	    -119.09	
 2000/04/13	   17781	   17799	   17699	   17742	          22986	   17760.20	   18016.70	   18267.95	   18690.02	           	           	           	           	           	           	   22986.00	   26304.40	   23460.40	    -229.59	    -174.66	    -109.86	
 2000/04/14	   17643	   17666	   17602	   17633	          22418	   17749.00	   17934.00	   18219.40	   18671.78	           	           	           	           	           	           	   22418.00	   20809.60	   24533.80	    -242.81	    -188.29	    -109.04	
 2000/04/17	   17437	   17490	   17378	   17427	          42976	   17677.20	   17830.60	   18160.65	   18646.78	           	           	           	           	           	           	   42976.00	   25043.60	   27303.40	    -266.84	    -204.00	    -125.67	
 2000/04/18	   17444	   17679	   17429	   17642	          60124	   17639.00	   17756.20	   18118.10	   18624.78	           	           	           	           	           	           	   60124.00	   33679.60	   31533.40	    -265.47	    -216.30	     -98.35	
 2000/04/19	   17784	   17844	   17749	   17814	          27786	   17651.60	   17729.80	   18076.35	   18604.13	           	           	           	           	           	           	   27786.00	   35258.00	   30186.60	    -247.65	    -222.57	     -50.17	
 2000/04/20	   17773	   17788	   17643	   17692	          33660	   17641.60	   17700.90	   18035.60	   18578.07	           	           	           	           	           	           	   33660.00	   37392.80	   31848.60	    -240.60	    -226.17	     -28.85	
 2000/04/21	   17731	   17762	   17711	   17746	           7524	   17664.20	   17706.60	   17996.20	   18553.25	           	           	           	           	           	           	    7524.00	   34414.00	   27611.80	    -228.03	    -226.55	      -2.96	
 2000/04/24	   17747	   17777	   17746	   17771	           5404	   17733.00	   17705.10	   17961.10	   18528.50	           	           	           	           	           	           	    5404.00	   26899.60	   25971.60	    -213.58	    -223.95	      20.74	
 2000/04/25	   17781	   17816	   17727	   17740	          12486	   17752.60	   17695.80	   17927.40	   18503.17	           	           	           	           	           	           	   12486.00	   17372.00	   25525.80	    -202.30	    -219.62	      34.64	
 2000/04/26	   18042	   18108	   18040	   18096	          46030	   17809.00	   17730.30	   17908.50	   18483.05	           	           	           	           	           	           	   46030.00	   21020.80	   28139.40	    -162.76	    -208.25	      90.97	
 2000/04/27	   18014	   18059	   17965	   18052	          21008	   17881.00	   17761.30	   17889.00	   18464.07	           	           	           	           	           	           	   21008.00	   18490.40	   27941.60	    -133.44	    -193.29	     119.70	
 2000/04/28	   18117	   18147	   18094	   18116	          31464	   17955.00	   17809.60	   17871.80	   18446.57	           	           	           	           	           	           	   31464.00	   23278.40	   28846.20	    -103.84	    -175.40	     143.12	
 2000/05/08	   18666	   18666	   18481	   18505	          56626	   18101.80	   17917.40	   17874.00	   18434.38	           	           	           	           	           	           	   56626.00	   33522.80	   30211.20	     -48.43	    -150.01	     203.14	
 2000/05/09	   18483	   18483	   18401	   18405	          17056	   18234.80	   17993.70	   17874.95	   18420.27	           	           	           	           	           	           	   17056.00	   34436.80	   25904.40	     -12.45	    -122.49	     220.09	
 2000/05/10	   18454	   18499	   18445	   18467	          15322	   18309.00	   18059.00	   17894.40	   18409.45	           	           	           	           	           	           	   15322.00	   28295.20	   24658.00	      20.83	     -93.83	     229.32	
 2000/05/11	   18343	   18348	   18209	   18221	          37872	   18342.80	   18111.90	   17906.40	   18393.10	           	           	           	           	           	           	   37872.00	   31668.00	   25079.20	      27.04	     -69.66	     193.40	
 2000/05/12	   18332	   18373	   18314	   18370	          22112	   18393.60	   18174.30	   17940.45	   18379.22	           	           	           	           	           	           	   22112.00	   29797.60	   26538.00	      43.49	     -47.03	     181.03	
 2000/05/15	   18597	   18611	   18498	   18521	          44250	   18396.80	   18249.30	   17977.20	   18365.02	           	           	           	           	           	           	   44250.00	   27322.40	   30422.60	      67.92	     -24.04	     183.92	
 2000/05/16	   18477	   18574	   18460	   18539	          23170	   18423.60	   18329.20	   18012.50	   18351.83	           	           	           	           	           	           	   23170.00	   28545.20	   31491.00	      87.73	      -1.68	     178.82	
 2000/05/17	   18667	   18671	   18509	   18512	          33974	   18432.60	   18370.80	   18050.55	   18342.22	           	           	           	           	           	           	   33974.00	   32275.60	   30285.40	     100.09	      18.67	     162.84	
 2000/05/18	   18447	   18519	   18409	   18442	          21744	   18476.80	   18409.80	   18085.55	   18331.13	           	           	           	           	           	           	   21744.00	   29050.00	   30359.00	     103.05	      35.55	     135.01	
 2000/05/19	   18447	   18491	   18386	   18485	          28602	   18499.80	   18446.70	   18128.15	   18319.38	           	           	           	           	           	           	   28602.00	   30348.00	   30072.80	     107.63	      49.96	     115.33	
 2000/05/22	   18454	   18482	   18423	   18449	          16738	   18485.40	   18441.10	   18179.25	   18307.88	           	           	           	           	           	           	   16738.00	   24845.60	   26084.00	     107.12	      61.40	      91.44	
 2000/05/23	   18365	   18388	   18328	   18358	          22670	   18449.20	   18436.40	   18215.05	   18297.73	           	           	           	           	           	           	   22670.00	   24745.60	   26645.40	      98.24	      68.76	      58.95	
 2000/05/24	   18363	   18537	   18327	   18530	          27242	   18452.80	   18442.70	   18250.85	   18288.53	           	           	           	           	           	           	   27242.00	   23399.20	   27837.40	     103.88	      75.79	      56.18	
 2000/05/25	   18425	   18456	   18401	   18411	          17164	   18446.60	   18461.70	   18286.80	   18275.43	           	           	           	           	           	           	   17164.00	   22483.20	   25766.60	      97.62	      80.15	      34.94	
 2000/05/26	   18346	   18348	   18285	   18310	          21624	   18411.60	   18455.70	   18315.00	   18260.87	           	           	           	           	           	           	   21624.00	   21087.60	   25717.80	      83.55	      80.83	       5.44	
 2000/05/29	   18373	   18377	   18298	   18305	          13890	   18382.80	   18434.10	   18341.70	   18249.07	           	           	           	           	           	           	   13890.00	   20518.00	   22681.80	      71.18	      78.90	     -15.45	
 2000/05/30	   18297	   18304	   18229	   18281	          23878	   18367.40	   18408.30	   18368.75	   18245.50	           	           	           	           	           	           	   23878.00	   20759.60	   22752.60	      58.75	      74.87	     -32.24	
 2000/05/31	   18042	   18124	   17992	   17994	          57030	   18260.20	   18356.50	   18363.65	   18236.98	           	           	           	           	           	           	   57030.00	   26717.20	   25058.20	      25.46	      64.99	     -79.06	
 2000/06/01	   18141	   18176	   18121	   18152	          25642	   18208.40	   18327.50	   18368.65	   18230.38	           	           	           	           	           	           	   25642.00	   28412.80	   25448.00	      11.69	      54.33	     -85.29	
 2000/06/02	   18134	   18188	   18100	   18182	          16838	   18182.80	   18297.20	   18371.95	   18224.17	           	           	           	           	           	           	   16838.00	   27455.60	   24271.60	       3.15	      44.09	     -81.88	
 2000/06/05	   17999	   18053	   17965	   18011	          42058	   18124.00	   18253.40	   18347.25	   18215.17	           	           	           	           	           	           	   42058.00	   33089.20	   26803.60	     -17.21	      31.83	     -98.08	
 2000/06/06	   18102	   18127	   18088	   18117	          15808	   18091.20	   18229.30	   18332.85	   18208.28	           	           	           	           	           	           	   15808.00	   31475.20	   26117.40	     -24.51	      20.57	     -90.15	
 2000/06/07	   18115	   18120	   18054	   18065	           9100	   18105.40	   18182.80	   18312.75	   18207.82	           	           	           	           	           	           	    9100.00	   21889.20	   24303.20	     -34.10	       9.63	     -87.46	
 2000/06/08	   17942	   18010	   17924	   17995	          44114	   18074.00	   18141.20	   18301.45	   18205.55	           	           	           	           	           	           	   44114.00	   25583.60	   26998.20	     -46.80	      -1.65	     -90.30	
 2000/06/09	   18068	   18087	   18047	   18053	          14582	   18048.20	   18115.50	   18285.60	   18200.38	           	           	           	           	           	           	   14582.00	   25132.40	   26294.00	     -51.60	     -11.64	     -79.92	
 2000/06/12	   18010	   18064	   18010	   18033	          10102	   18052.60	   18088.30	   18261.20	   18197.38	           	           	           	           	           	           	   10102.00	   18741.20	   25915.20	     -56.37	     -20.59	     -71.56	
 2000/06/13	   18025	   18079	   17995	   18003	          20200	   18029.80	   18060.50	   18234.40	   18194.55	           	           	           	           	           	           	   20200.00	   19619.60	   25547.40	     -61.85	     -28.84	     -66.02	
 2000/06/14	   18122	   18175	   18103	   18174	          20610	   18051.60	   18078.50	   18217.50	   18191.77	           	           	           	           	           	           	   20610.00	   21921.60	   21905.40	     -51.80	     -33.43	     -36.74	
 2000/06/15	   18272	   18294	   18244	   18277	          31140	   18108.00	   18091.00	   18209.25	   18187.58	           	           	           	           	           	           	   31140.00	   19326.80	   22455.20	     -35.12	     -33.77	      -2.70	
 2000/06/16	   18374	   18398	   18340	   18395	          38902	   18176.40	   18112.30	   18204.75	   18184.10	           	           	           	           	           	           	   38902.00	   24190.80	   24661.60	     -12.24	     -29.46	      34.45	
 2000/06/19	   18457	   18465	   18343	   18351	          34590	   18240.00	   18146.30	   18199.85	   18179.92	           	           	           	           	           	           	   34590.00	   29088.40	   23914.80	       2.32	     -23.11	      50.85	
 2000/06/20	   18386	   18408	   18325	   18341	          21658	   18307.60	   18168.70	   18199.00	   18177.38	           	           	           	           	           	           	   21658.00	   29380.00	   24499.80	      12.90	     -15.91	      57.61	
 2000/06/21	   18269	   18319	   18236	   18252	          24774	   18323.20	   18187.40	   18185.10	   18170.77	           	           	           	           	           	           	   24774.00	   30212.80	   26067.20	      13.95	      -9.94	      47.76	
 2000/06/22	   18366	   18368	   18313	   18335	          19238	   18334.80	   18221.40	   18181.30	   18167.90	           	           	           	           	           	           	   19238.00	   27832.40	   23579.60	      21.22	      -3.70	      49.86	
 2000/06/23	   18247	   18259	   18190	   18233	          30154	   18302.40	   18239.40	   18177.45	   18162.88	           	           	           	           	           	           	   30154.00	   26082.80	   25136.80	      18.55	       0.75	      35.60	
 2000/06/26	   18148	   18176	   18131	   18158	          17286	   18263.80	   18251.90	   18170.10	   18157.63	           	           	           	           	           	           	   17286.00	   22622.00	   25855.20	      10.26	       2.65	      15.22	
 2000/06/27	   18290	   18310	   18271	   18294	          23964	   18254.40	   18281.00	   18170.75	   18155.63	           	           	           	           	           	           	   23964.00	   23083.20	   26231.60	      14.49	       5.02	      18.95	
 2000/06/28	   18212	   18218	   18185	   18200	          19396	   18244.00	   18283.60	   18181.05	   18151.07	           	           	           	           	           	           	   19396.00	   22007.60	   26110.20	      10.15	       6.04	       8.21	
 2000/06/29	   18259	   18274	   18234	   18247	          14120	   18226.40	   18280.60	   18185.80	   18147.82	           	           	           	           	           	           	   14120.00	   20984.00	   24408.20	      10.38	       6.91	       6.94	
 2000/06/30	   18173	   18226	   18167	   18216	          16414	   18223.00	   18262.70	   18187.50	   18143.75	           	           	           	           	           	           	   16414.00	   18236.00	   22159.40	       7.97	       7.12	       1.69	
 2000/07/03	   18228	   18229	   18157	   18171	           9658	   18225.60	   18244.70	   18195.50	   18138.92	           	           	           	           	           	           	    9658.00	   16710.40	   19666.20	       2.40	       6.18	      -7.56	
 2000/07/04	   18176	   18238	   18155	   18232	          10760	   18213.20	   18233.80	   18201.25	   18136.35	           	           	           	           	           	           	   10760.00	   14069.60	   18576.40	       2.87	       5.52	      -5.29	
 2000/07/05	   18207	   18305	   18195	   18291	          13796	   18231.40	   18237.70	   18212.55	   18139.90	           	           	           	           	           	           	   13796.00	   12949.60	   17478.60	       7.92	       6.00	       3.85	
 2000/07/06	   18276	   18339	   18266	   18310	          18402	   18244.00	   18235.20	   18228.30	   18145.38	   18458.78	           	           	           	           	           	   18402.00	   13806.00	   17395.00	      13.30	       7.46	      11.68	
 2000/07/07	   18191	   18208	   18168	   18172	          30080	   18235.20	   18229.10	   18234.25	   18153.43	   18453.30	           	           	           	           	           	   30080.00	   16539.20	   17387.60	       6.35	       7.24	      -1.77	
 2000/07/10	   18188	   18211	   18166	   18168	           7622	   18234.60	   18230.10	   18241.00	   18159.80	   18449.43	           	           	           	           	           	    7622.00	   16132.00	   16421.20	       0.52	       5.89	     -10.74	
 2000/07/11	   18254	   18274	   18232	   18247	          15406	   18237.60	   18225.40	   18253.20	   18166.70	   18445.28	           	           	           	           	           	   15406.00	   17061.20	   15565.40	       2.25	       5.16	      -5.84	
 2000/07/12	   18256	   18266	   18234	   18246	          10352	   18228.60	   18230.00	   18256.80	   18174.95	   18440.80	           	           	           	           	           	   10352.00	   16372.40	   14661.00	       3.49	       4.83	      -2.68	
 2000/07/13	   18313	   18329	   18285	   18313	          27228	   18229.20	   18236.60	   18258.60	   18184.47	   18437.24	           	           	           	           	           	   27228.00	   18137.60	   15971.80	       9.77	       5.82	       7.91	
 2000/07/14	   18271	   18293	   18262	   18285	          10982	   18251.80	   18243.50	   18253.10	   18195.33	   18433.56	           	           	           	           	           	   10982.00	   14318.00	   15428.60	      12.35	       7.12	      10.45	
 2000/07/17	   18282	   18295	   18264	   18282	          10260	   18274.60	   18254.60	   18249.65	   18209.58	   18428.18	           	           	           	           	           	   10260.00	   14845.60	   15488.80	      13.99	       8.50	      10.98	
 2000/07/18	   18539	   18689	   18539	   18673	          58606	   18359.80	   18298.70	   18266.25	   18226.77	   18425.78	           	           	           	           	           	   58606.00	   23485.60	   20273.40	      46.30	      16.06	      60.49	
 2000/07/19	   18626	   18690	   18613	   18684	          22690	   18447.40	   18338.00	   18287.85	   18241.27	   18422.70	           	           	           	           	           	   22690.00	   25953.20	   21162.80	      71.97	      27.24	      89.46	
 2000/07/20	   18652	   18658	   18621	   18630	          18174	   18510.80	   18370.00	   18302.60	   18256.90	   18417.48	           	           	           	           	           	   18174.00	   24142.40	   21140.00	      86.95	      39.18	      95.54	
 2000/07/21	   18703	   18735	   18698	   18712	          22642	   18596.20	   18424.00	   18326.55	   18273.00	   18413.13	           	           	           	           	           	   22642.00	   26474.40	   20396.20	     104.24	      52.20	     104.09	
 2000/07/24	   18980	   18987	   18898	   18921	          66144	   18724.00	   18499.30	   18364.70	   18292.17	   18410.33	           	           	           	           	           	   66144.00	   37651.20	   26248.40	     133.27	      68.41	     129.73	
 2000/07/25	   18923	   18940	   18883	   18925	          24666	   18774.40	   18567.10	   18396.25	   18311.92	   18407.54	           	           	           	           	           	   24666.00	   30863.20	   27174.40	     154.82	      85.69	     138.25	
 2000/07/26	   18948	   19035	   18939	   19023	          26966	   18842.20	   18644.80	   18437.40	   18327.37	   18405.21	           	           	           	           	           	   26966.00	   31718.40	   28835.80	     177.75	     104.10	     147.29	
 2000/07/27	   18931	   18959	   18896	   18927	          26442	   18901.60	   18706.20	   18471.40	   18341.95	   18403.01	           	           	           	           	           	   26442.00	   33372.00	   28757.20	     186.04	     120.49	     131.09	
 2000/07/28	   19106	   19128	   19062	   19065	          42646	   18972.20	   18784.20	   18513.85	   18357.77	   18402.17	           	           	           	           	           	   42646.00	   37372.80	   31923.60	     201.41	     136.67	     129.48	
 2000/07/31	   18996	   19008	   18960	   18973	          23410	   18982.60	   18853.30	   18553.95	   18365.57	   18399.97	           	           	           	           	           	   23410.00	   28826.00	   33238.60	     203.83	     150.11	     107.45	
 2000/08/01	   19031	   19035	   18920	   18956	          18684	   18988.80	   18881.60	   18590.15	   18374.75	   18397.51	           	           	           	           	           	   18684.00	   27629.60	   29246.40	     202.04	     160.49	      83.10	
 2000/08/02	   18985	   19023	   18977	   19000	          13980	   18984.20	   18913.20	   18625.60	   18383.63	   18396.54	           	           	           	           	           	   13980.00	   25032.40	   28375.40	     201.85	     168.76	      66.17	
 2000/08/03	   18921	   18940	   18896	   18904	          18376	   18979.60	   18940.60	   18655.30	   18395.02	   18394.06	           	           	           	           	           	   18376.00	   23419.20	   28395.60	     191.74	     173.36	      36.76	
